序号      通道号         到达时间         幅度         持续时间(uS)   上升时间(uS)   振铃计数   上升计数   能量(mV*mS)     RMS(mV)      ASL(dB)         撞击数   撞击速率   质心频率 峰值频率   
149	     5	    401.5475507	   34.48	     2274.00	      102.00	   168	    15	       12.40	        7.32	   34.74	    25	      0.27	307250	161865	
150	     5	    401.9137813	   44.25	     2857.00	      368.33	   218	    16	       17.70	        8.69	   35.84	    26	      0.27	294198	161132	
151	     5	    402.1748770	   30.52	     1251.33	       24.00	    51	     5	        5.63	        6.09	   33.07	    27	      0.27	329638	161132	
152	     1	    402.3625583	   32.35	    12520.67	       38.33	   212	     6	       60.09	        5.76	   33.63	   101	      0.88	206763	  2197	
153	     2	    403.0540926	   29.91	     3749.67	       13.00	   102	     2	       16.33	        5.90	   32.79	    23	      0.21	235200	 72509	
154	     1	    403.1423503	   44.25	     6866.67	      361.67	   300	    18	       48.00	        8.90	   36.89	   102	      0.88	184468	117919	
155	     1	    403.2989396	   41.81	    24014.00	      124.67	   726	    17	      153.65	       10.49	   36.12	   103	      0.88	190376	  2197	
156	     2	    403.5471660	   30.52	    16116.33	      494.33	   229	    46	       42.47	        4.02	   28.46	    24	      0.21	214407	 72509	
157	     1	    404.4206866	   39.98	     3781.00	      138.00	   113	    18	       19.48	        6.75	   34.25	   104	      0.88	200140	  2197	
158	     1	    405.2853060	   45.47	     5303.33	       41.00	   220	     7	       33.65	        8.10	   36.05	   105	      0.88	183807	  2197	
159	     1	    405.3951983	   52.19	    12186.00	      154.00	   237	    14	       60.36	        6.48	   33.90	   106	      0.88	169465	  2197	
160	     2	    405.4944380	   80.87	     8999.67	      487.67	   365	    16	       58.28	       11.73	   36.23	    25	      0.21	228468	 72509	
161	     2	    406.3345310	   40.89	     9245.00	      198.33	   224	    19	       34.11	        5.43	   31.36	    26	      0.21	222968	 81298	
162	     1	    406.3352540	   49.44	    10470.33	      128.00	   404	    17	       69.36	        8.72	   36.42	   107	      0.88	163201	117919	
163	     1	    406.4011666	   42.72	    17100.00	      126.67	   398	     8	       88.11	        6.63	   34.24	   108	      0.88	201715	119384	
164	     1	    406.4959200	   60.73	    19478.67	        1.33	   838	     1	      127.38	        8.91	   36.31	   109	      0.88	162938	117919	
