9	69870	73221	-905	69752.3	73617.2	-1003.8	0.151
7	69845	73246	-881	69866.482	73221.563	-908.5	0.979
6	69845	73246	-881	69866.056	73418.229	-936.7	0.006
19	69845	73246	-881	69688.277	73169.306	-950	0.022
10	69845	73246	-881	69687.719	73391.821	-972.921	0.03
9	69845	73246	-881	69752.3	73617.2	-1003.8	0.076
7	69855	73266	-889	69866.482	73221.563	-908.5	0.521
6	69855	73266	-889	69866.056	73418.229	-936.7	0.548
19	69855	73266	-889	69688.277	73169.306	-950	0.564
10	69855	73266	-889	69687.719	73391.821	-972.921	0.57
7	69847	73170	-885	69866.482	73221.563	-908.5	0.901
19	69847	73170	-885	69688.277	73169.306	-950	0.93
6	69847	73170	-885	69866.056	73418.229	-936.7	0.952
10	69847	73170	-885	69687.719	73391.821	-972.921	0.964
7	69865	73170	-893	69866.482	73221.563	-908.5	0.702
19	69865	73170	-893	69688.277	73169.306	-950	0.735
6	69865	73170	-893	69866.056	73418.229	-936.7	0.757
10	69865	73170	-893	69687.719	73391.821	-972.921	0.771
6	69829	73330	-910	69866.056	73418.229	-936.7	0.878
7	69829	73330	-910	69866.482	73221.563	-908.5	0.882
10	69829	73330	-910	69687.719	73391.821	-972.921	0.89
9	69829	73330	-910	69752.3	73617.2	-1003.8	0.94
7	69875	73109	-886	69866.482	73221.563	-908.5	0.82
19	69875	73109	-886	69688.277	73169.306	-950	0.841
6	69875	73109	-886	69866.056	73418.229	-936.7	0.876
10	69875	73109	-886	69687.719	73391.821	-972.921	0.891
7	69829	73270	-881	69866.482	73221.563	-908.5	0.343
6	69829	73270	-881	69866.056	73418.229	-936.7	0.362
19	69829	73270	-881	69688.277	73169.306	-950	0.382
10	69829	73270	-881	69687.719	73391.821	-972.921	0.386
9	69829	73270	-881	69752.3	73617.2	-1003.8	0.424
7	69829	73270	-884	69866.482	73221.563	-908.5	0.021
6	69829	73270	-884	69866.056	73418.229	-936.7	0.038
19	69829	73270	-884	69688.277	73169.306	-950	0.06
10	69829	73270	-884	69687.719	73391.821	-972.921	0.062
9	69829	73270	-884	69752.3	73617.2	-1003.8	0.106
19	69684	73147	-941	69688.277	73169.306	-950	0.589
7	69684	73147	-941	69866.482	73221.563	-908.5	0.631
10	69684	73147	-941	69687.719	73391.821	-972.921	0.648
6	69684	73147	-941	69866.056	73418.229	-936.7	0.678
9	69684	73147	-941	69752.3	73617.2	-1003.8	0.728
10	69700	73446	-995	69687.719	73391.821	-972.921	0.178
9	69700	73446	-995	69752.3	73617.2	-1003.8	0.205
6	69700	73446	-995	69866.056	73418.229	-936.7	0.214
7	69700	73446	-995	69866.482	73221.563	-908.5	0.232
19	69700	73446	-995	69688.277	73169.306	-950	0.237
10	69690	73444	-995	69687.719	73391.821	-972.921	0.057
9	69690	73444	-995	69752.3	73617.2	-1003.8	0.08
6	69690	73444	-995	69866.056	73418.229	-936.7	0.092
7	69690	73444	-995	69866.482	73221.563	-908.5	0.115
19	69690	73444	-995	69688.277	73169.306	-950	0.116
5	69690	73444	-995	70238.6	73671.7	-911.2	0.116
9	69843	73555	-1018	69752.3	73617.2	-1003.8	0.416
6	69843	73555	-1018	69866.056	73418.229	-936.7	0.426
10	69843	73555	-1018	69687.719	73391.821	-972.921	0.45
7	69843	73555	-1018	69866.482	73221.563	-908.5	0.473
5	69843	73555	-1018	70238.6	73671.7	-911.2	0.504
7	69857	73275	-890	69866.482	73221.563	-908.5	0.482
6	69857	73275	-890	69866.056	73418.229	-936.7	0.496
19	69857	73275	-890	69688.277	73169.306	-950	0.519
10	69857	73275	-890	69687.719	73391.821	-972.921	0.521
9	69857	73275	-890	69752.3	73617.2	-1003.8	0.572
10	69710	73461	-997	69687.719	73391.821	-972.921	0.102
9	69710	73461	-997	69752.3	73617.2	-1003.8	0.123
6	69710	73461	-997	69866.056	73418.229	-936.7	0.133
19	69710	73461	-997	69688.277	73169.306	-950	0.165
7	69710	73461	-997	69866.482	73221.563	-908.5	0.167
5	69710	73461	-997	70238.6	73671.7	-911.2	0.223
7	69866	73187	-893	69866.482	73221.563	-908.5	0.846
19	69866	73187	-893	69688.277	73169.306	-950	0.883
6	69866	73187	-893	69866.056	73418.229	-936.7	0.905
10	69866	73187	-893	69687.719	73391.821	-972.921	0.911
9	69866	73187	-893	69752.3	73617.2	-1003.8	0.955
5	69866	73187	-893	70238.6	73671.7	-911.2	0.991
7	69866	73134	-893	69866.482	73221.563	-908.5	0.002
19	69866	73134	-893	69688.277	73169.306	-950	0.023
6	69866	73134	-893	69866.056	73418.229	-936.7	0.066
10	69866	73134	-893	69687.719	73391.821	-972.921	0.069
9	69866	73134	-893	69752.3	73617.2	-1003.8	0.133
5	69866	73134	-893	70238.6	73671.7	-911.2	0.15
9	69793	73622	-979	69752.3	73617.2	-1003.8	0.961
6	69793	73622	-979	69866.056	73418.229	-936.7	0.004
10	69793	73622	-979	69687.719	73391.821	-972.921	0.024
7	69793	73622	-979	69866.482	73221.563	-908.5	0.05
7	69866	73169	-897	69866.482	73221.563	-908.5	0.077
19	69866	73169	-897	69688.277	73169.306	-950	0.11
