  97	245.0	31.0	0.0	   438	      761746	12.68488503 
  98	206.0	50.0	36.0	   439	      100746	19.95946312 
  99	216.0	0.0	84.0	   439	      230780	20.20011902 
 100	207.0	50.0	96.0	   439	      350810	28.88126564 
 101	217.0	0.0	73.0	   439	      357902	21.39245605 
 102	97.0	50.0	0.0	   439	      744846	9.49782372 
 103	217.0	0.0	100.0	   439	      996440	7.31447887 
 104	224.0	28.0	100.0	   440	       51186	20.78255272 
 105	212.0	25.0	100.0	   440	      412415	31.25488663 
 106	209.0	29.0	87.0	   440	      437329	88.34150696 
 107	44.0	27.0	66.0	   440	      698269	17.00510597 
 108	190.0	16.0	30.0	   440	      897183	39.10813141 
 109	236.0	0.0	100.0	   441	      286731	14.14449120 
 110	218.0	38.0	100.0	   441	      608656	19.71026611 
 111	222.0	31.0	100.0	   441	      763663	48.80020905 
 112	210.0	9.0	95.0	   441	      866591	11.82373047 
 113	218.0	0.0	100.0	   441	      931342	45.39827728 
 114	177.0	46.0	86.0	   442	      121695	20.58253860 
 115	223.0	0.0	100.0	   442	      525111	23.71824265 
 116	229.0	0.0	100.0	   442	      917390	16.51456261 
 117	210.0	50.0	100.0	   443	      335464	19.44742966 
 118	219.0	18.0	100.0	   444	      349552	34.58197021 
 119	210.0	33.0	42.0	   444	      425148	24.94470215 
 120	228.0	35.0	61.0	   444	      474770	40.52897263 
 121	49.0	1.0	57.0	   444	      745335	16.62259293 
 122	215.0	50.0	99.0	   445	      226906	25.90836716 
 123	181.0	0.0	84.0	   445	      372947	31.43908691 
 124	208.0	50.0	100.0	   445	      574900	65.62813568 
 125	227.0	29.0	9.0	   445	      742785	34.35377884 
 126	231.0	34.0	100.0	   446	      377622	13.76766014 
 127	275.0	28.0	0.0	   446	      546141	4.41996241 
 128	235.0	50.0	85.0	   446	      867497	15.49021339 
 129	223.0	0.0	96.0	   446	      878160	15.99479198 
 130	219.0	0.0	100.0	   447	      408164	50.92118073 
 131	188.0	30.0	90.0	   447	      541793	12.69515038 
 132	213.0	0.0	100.0	   447	      725038	62.12546921 
 133	213.0	33.0	39.0	   447	      832545	12.01816845 
 134	212.0	45.0	97.0	   447	      962740	45.00307465 
 135	218.0	48.0	100.0	   448	       88529	34.86419296 
 136	218.0	0.0	4.0	   448	      201602	16.83890915 
 137	217.0	49.0	100.0	   449	      410943	15.16965771 
 138	219.0	36.0	100.0	   449	      851007	42.70928955 
 139	227.0	6.0	97.0	   450	       74819	9.63256931 
 140	217.0	48.0	100.0	   450	      556268	52.30228424 
 141	214.0	9.0	99.0	   450	      792361	74.04622650 
 142	238.0	41.0	27.0	   451	      533703	72.15476227 
 143	215.0	0.0	90.0	   451	      618351	23.67757034 
 144	231.0	50.0	100.0	   451	      903721	8.88020802 
 145	218.0	1.0	100.0	   452	      571319	31.71720314 
 146	216.0	20.0	100.0	   453	       37364	20.46598244 
 147	206.0	50.0	92.0	   453	      532541	23.82621384 
 148	231.0	0.0	21.0	   453	      766293	93.49575043 
 149	229.0	36.0	100.0	   454	       76352	72.92097473 
 150	212.0	50.0	100.0	   454	      295382	38.10459137 
 151	211.0	38.0	100.0	   454	      426134	16.08362770 
 152	217.0	0.0	100.0	   455	      458785	48.57216263 
 153	223.0	50.0	100.0	   456	      422415	12.06657410 
 154	234.0	9.0	100.0	   456	      772973	39.96647263 
 155	211.0	46.0	93.0	   457	        8528	21.56349564 
 156	208.0	50.0	100.0	   458	      161113	27.34910011 
 157	218.0	50.0	100.0	   458	      737204	37.36850739 
   1	192.0	0.0	0.0	    10	      656678	9.68205738 
